;ID;ODS;PLANTA / UNIDAD;ESPECIALIDAD;PLANO / ISOMÉTRICO;DESCRIPCIÓN DE LÍNEA / LAZOS DE CORROSIÓN;INGENIERÍA / LÍNEA / EQUIPO;SK UT ITALCO;REV.;MATERIAL BASE 1;MATERIAL BASE 2;CLASIFI-CACIÓN META-LURGÍA;SPOOL;DESCRIPCIÓN DE JUNTA 1;DESCRIPCIÓN DE JUNTA 2;# DE JUNTA;"TALLER (T)
CAMPO (C)";"Φ
inch";SCH / THK;PROCESO SOLDA-DURA;TIPO JUNTA;MAT. DE APORTE;WPS;FECHA EJECUTADA;ESTAMPE SOLDADOR;;;;Cantidad junta soldada X SOLDADOR;;;;cantidad Pulg. Diam X SOLDADOR;;;;VT;PLP;;RX PRE PWHTX;;;UT PRE PWHT;;;PWHT;;;DUREZA;;;RX POST PWHT;;;UT POST PWHT;;;OBSERVACIONES
;;;;;;;;;;;;;;;;;;;;PROCESO DE SOLDADURA;;;;;W1;W2;W3;W4;W1;W2;W3;W4;W1;W2;W3;W4;;RESUL-TADO;N° INFORME;RESULTADO;FECHA;N° INFORME;RESULTADO;FECHA;N° INFORME;RESULTADO;FECHA;N° INFORME;RESULTADO;FECHA;N° INFORME;RESULTADO;FECHA;N° INFORME;RESULTADO;FECHA;N° INFORME;
|;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;179;29;U1400;INGENIERIAS;GRB-4904-18155-ID-MET-IS-002_1-5;DESCARGA P1409A/B;SP1409A/B;13;;SA312 TP304L;A182 F304L;SS;;NIPPLE;VALV GATE;42;T; 3/4;80    ;GTAW;SW;ER 308;19UT;12/05/2023;C13;;;;1    ;;;; 3/4;;;;OK;OK;21;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
;180;29;U1400;INGENIERIAS;GRB-4904-18155-ID-MET-IS-002_1-5;DESCARGA P1409A/B;SP1409A/B;13;;A182 F304L;SA312 TP304L;SS;;VALV GATE;NIPPLE;43;T; 3/4;80    ;GTAW;SW;ER 308;19UT;17/05/2023;C13;;;;1    ;;;; 3/4;;;;OK;OK;21;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
;181;29;U1400;INGENIERIAS;GRB-4904-18155-ID-MET-IS-002_1-5;DESCARGA P1409A/B;SP1409A/B;13;;SA312 TP304L;A182 F304L;SS;;PIPE;FLANGE WN;44;T;3    ;40    ;GTAW;BW;ER 308;20UT;ECP;ECP;;;;1;;;;3    ;;;;NA;NA;NA;OK;18/08/2019;PTSC-026 (2019);NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
;182;29;U1400;INGENIERIAS;GRB-4904-18155-ID-MET-IS-002_1-5;DESCARGA P1409A/B;SP1409A/B;13;;A182 F304L;A182 F304L;SS;;FLANGE WN;ELBOW 90°;45;T;3    ;40    ;GTAW;BW;ER 308;20UT;ECP;ECP;;;;1;;;;3    ;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
;183;29;U1400;INGENIERIAS;GRB-4904-18155-ID-MET-IS-002_1-5;DESCARGA P1409A/B;SP1409A/B;13;;A182 F304L;A182 F304L;SS;;ELBOW 90°;TE010;46;T;SOPORTE;NA;GTAW;F;ER 308;19UT;8/06/2023;C59;;;;1    ;;;;SOPORTE;;;;OK;OK;76;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
;184;29;U1400;INGENIERIAS;GRB-4904-18155-ID-MET-IS-002_1-5;DESCARGA P1409A/B;SP1409A/B;13;;A182 F304L;SA312 TP304L;SS;;ELBOW 90°;PIPE;47;C;3    ;40    ;GTAW;BW;ER 308;20UT;26/05/2023;C13;;;;1    ;;;;3    ;;;;OK;OK;41;OK;OK;PTSC-018;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
;185;29;U1400;INGENIERIAS;GRB-4904-18155-ID-MET-IS-002_1-5;DESCARGA P1409A/B;SP1409A/B;13;;SA312 TP304L;A182 F304L;SS;;PIPE;ELBOW 90°;48C;T;3    ;40    ;GTAW;BW;ER 308;20UT;26/05/2023;C13;;;;1;;;;3    ;;;;OK;OK;63;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
;186;29;U1400;INGENIERIAS;GRB-4904-18155-ID-MET-IS-002_1-5;DESCARGA P1409A/B;SP1409A/B;13;;A182 F304L;SA312 TP304L;SS;;ELBOW 90°;PIPE;49;T;3    ;40    ;GTAW;BW;ER 308;20UT;ECP;ECP;;;;1;;;;3    ;;;;NA;NA;NA;OK;18/08/2019;PTSC-026 (2019);NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
;187;29;U1400;INGENIERIAS;GRB-4904-18155-ID-MET-IS-002_1-5;DESCARGA P1409A/B;SP1409A/B;13;;SA312 TP304L;A182 F304L;SS;;PIPE;SOCKOLET;50;T; 3/4;80    ;GTAW;SW;ER 308;19UT;4/06/2023;C47;;;;1    ;;;; 3/4;;;;OK;OK;63;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
;188;29;U1400;INGENIERIAS;GRB-4904-18155-ID-MET-IS-002_1-5;DESCARGA P1409A/B;SP1409A/B;13;;A182 F304L;SA312 TP304L;SS;;SOCKOLET;NIPPLE;51;C; 3/4;80    ;GTAW;SW;ER 308;19UT;4/06/2023;C47;;;;1    ;;;; 3/4;;;;OK;OK;63;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
;189;29;U1400;INGENIERIAS;GRB-4904-18155-ID-MET-IS-002_1-5;DESCARGA P1409A/B;SP1409A/B;13;;SA312 TP304L;A182 F304L;SS;;PIPE;ELBOW 90°;52;T;3    ;40    ;GTAW;BW;ER 308;20UT;ECP;ECP;;;;1;;;;3    ;;;;NA;NA;NA;OK;18/08/2019;PTSC-026 (2019);NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
;190;29;U1400;INGENIERIAS;GRB-4904-18155-ID-MET-IS-002_1-5;DESCARGA P1409A/B;SP1409A/B;13;;A182 F304L;SA312 TP304L;SS;;ELBOW 90°;PIPE;53;C;3    ;40    ;GTAW;BW;ER 308;20UT;3/06/2023;C13;;;;1    ;;;;3    ;;;;OK;OK;63;OK;OK;PTSC-018;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
;191;29;U1400;INGENIERIAS;GRB-4904-18155-ID-MET-IS-002_1-5;DESCARGA P1409A/B;SP1409A/B;13;;A182 F304L;SA312 TP304L;SS;;FLANGE SW;PIPE;54;T;2    ;80    ;GTAW;SW;ER 308;19UT;25/05/2023;C13;;;;1    ;;;;2    ;;;;OK;OK;62;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
;192;29;U1400;INGENIERIAS;GRB-4904-18155-ID-MET-IS-002_1-5;DESCARGA P1409A/B;SP1409A/B;13;;SA312 TP304L;A182 F304L;SS;;PIPE;REDUCER;55;T;2    ;80    ;GTAW;SW;ER 308;19UT;25/05/2023;C13;;;;1    ;;;;2    ;;;;OK;OK;62;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
;193;29;U1400;INGENIERIAS;GRB-4904-18155-ID-MET-IS-002_2-5;DESCARGA P1409A/B;SP1409A/B;14;;SA312 TP304L;A182 F304L;SS;;PIPE;TEE STRAIGHT;1;T; 3/4;80    ;GTAW;SW;ER 308;19UT;12/05/2023;C13;;;;1;;;; 3/4;;;;OK;OK;22;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
;194;29;U1400;INGENIERIAS;GRB-4904-18155-ID-MET-IS-002_2-5;DESCARGA P1409A/B;SP1409A/B;14;;A182 F304L;SA312 TP304L;SS;;TEE STRAIGHT;PIPE;2;T; 3/4;80    ;GTAW;SW;ER 308;19UT;12/05/2023;C13;;;;1;;;; 3/4;;;;OK;OK;22;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
;195;29;U1400;INGENIERIAS;GRB-4904-18155-ID-MET-IS-002_2-5;DESCARGA P1409A/B;SP1409A/B;14;;SA312 TP304L;A182 F304L;SS;;PIPE;VALV GATE;3;T; 3/4;80    ;GTAW;SW;ER 308;19UT;12/05/2023;C13;;;;1;;;; 3/4;;;;OK;OK;22;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
;196;29;U1400;INGENIERIAS;GRB-4904-18155-ID-MET-IS-002_2-5;DESCARGA P1409A/B;SP1409A/B;14;;A182 F304L;SA312 TP304L;SS;;VALV GATE;NIPPLE;4;T; 3/4;80    ;GTAW;SW;ER 308;19UT;12/05/2023;C13;;;;1;;;; 3/4;;;;OK;OK;22;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
;197;29;U1400;INGENIERIAS;GRB-4904-18155-ID-MET-IS-002_2-5;DESCARGA P1409A/B;SP1409A/B;14;;A182 F304L;SA312 TP304L;SS;;TEE STRAIGHT;PIPE;5;C; 3/4;80    ;GTAW;SW;ER 308;19UT;04/06/2023;C13;;;;;;;; 3/4;;;;OK;OK;46;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
;198;29;U1400;INGENIERIAS;GRB-4904-18155-ID-MET-IS-002_2-5;DESCARGA P1409A/B;SP1409A/B;14;;SA312 TP304L;A182 F304L;SS;;PIPE;VALV GATE;6;T; 3/4;80    ;GTAW;SW;ER 308;19UT;12/05/2023;C13;;;;1;;;; 3/4;;;;OK;OK;22;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
;199;29;U1400;INGENIERIAS;GRB-4904-18155-ID-MET-IS-002_2-5;DESCARGA P1409A/B;SP1409A/B;14;;A182 F304L;SA312 TP304L;SS;;VALV GATE;PIPE;7;T; 3/4;80    ;GTAW;SW;ER 308;19UT;12/05/2023;C13;;;;1;;;; 3/4;;;;OK;OK;22;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
;200;29;U1400;INGENIERIAS;GRB-4904-18155-ID-MET-IS-002_2-5;DESCARGA P1409A/B;SP1409A/B;14;;SA312 TP304L;A182 F304L;SS;;PIPE;ELBOW 90°;8;T; 3/4;80    ;GTAW;SW;ER 308;19UT;12/05/2023;C13;;;;1;;;; 3/4;;;;OK;OK;22;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
;201;29;U1400;INGENIERIAS;GRB-4904-18155-ID-MET-IS-002_2-5;DESCARGA P1409A/B;SP1409A/B;14;;A182 F304L;SA312 TP304L;SS;;ELBOW 90°;PIPE;9;T; 3/4;80    ;GTAW;SW;ER 308;19UT;12/05/2023;C13;;;;1;;;; 3/4;;;;OK;OK;34;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
;202;29;U1400;INGENIERIAS;GRB-4904-18155-ID-MET-IS-002_2-5;DESCARGA P1409A/B;SP1409A/B;14;;SA312 TP304L;A182 F304L;SS;;PIPE;FLANGE SW;10;T; 3/4;80    ;GTAW;SW;ER 308;19UT;12/05/2023;C13;;;;1;;;; 3/4;;;;OK;OK;34;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
;203;29;U1400;INGENIERIAS;GRB-4904-18155-ID-MET-IS-002_2-5;DESCARGA P1409A/B;SP1409A/B;14;;A182 F304L;SA312 TP304L;SS;;FLANGE SW;PIPE;11;T; 3/4;80    ;GTAW;SW;ER 308;19UT;ECP;ECP;;;;1;;;; 3/4;;;;NA;NA;NA;OK;OK;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
;204;29;U1400;INGENIERIAS;GRB-4904-18155-ID-MET-IS-002_2-5;DESCARGA P1409A/B;SP1409A/B;14;;SA312 TP304L;A182 F304L;SS;;PIPE;ELBOW 90°;12;T; 3/4;80    ;GTAW;SW;ER 308;19UT;ECP;ECP;;;;1;;;; 3/4;;;;NA;NA;NA;OK;OK;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
;205;29;U1400;INGENIERIAS;GRB-4904-18155-ID-MET-IS-002_2-5;DESCARGA P1409A/B;SP1409A/B;14;;A182 F304L;SA312 TP304L;SS;;ELBOW 90°;PIPE;13;T; 3/4;80    ;GTAW;SW;ER 308;19UT;ECP;ECP;;;;1;;;; 3/4;;;;NA;NA;NA;OK;OK;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
;206;29;U1400;INGENIERIAS;GRB-4904-18155-ID-MET-IS-002_2-5;DESCARGA P1409A/B;SP1409A/B;14;;SA312 TP304L;A182 F304L;SS;;PIPE;TEE STRAIGHT;14;C; 3/4;80    ;GTAW;SW;ER 308;19UT;04/06/2023;C13;;;;1;;;; 3/4;;;;OK;OK;46;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
;207;29;U1400;INGENIERIAS;GRB-4904-18155-ID-MET-IS-002_2-5;DESCARGA P1409A/B;SP1409A/B;14;;SA312 TP304L;A182 F304L;SS;;PIPE;TEE STRAIGHT;15;T; 3/4;80    ;GTAW;SW;ER 308;19UT;04/06/2023;C13;;;;1;;;; 3/4;;;;OK;OK;46;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
;208;29;U1400;INGENIERIAS;GRB-4904-18155-ID-MET-IS-002_2-5;DESCARGA P1409A/B;SP1409A/B;14;;A182 F304L;SA312 TP304L;SS;;TEE STRAIGHT;PIPE;16;T; 3/4;80    ;GTAW;SW;ER 308;19UT;04/06/2023;C13;;;;1;;;; 3/4;;;;OK;OK;46;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
;209;29;U1400;INGENIERIAS;GRB-4904-18155-ID-MET-IS-002_2-5;DESCARGA P1409A/B;SP1409A/B;14;;SA312 TP304L;A182 F304L;SS;;PIPE;VALV GATE;17;T; 3/4;80    ;GTAW;SW;ER 308;19UT;04/06/2023;C13;;;;1;;;; 3/4;;;;OK;OK;46;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
;210;29;U1400;INGENIERIAS;GRB-4904-18155-ID-MET-IS-002_2-5;DESCARGA P1409A/B;SP1409A/B;14;;A182 F304L;SA312 TP304L;SS;;VALV GATE;NIPPLE;18;T; 3/4;80    ;GTAW;SW;ER 308;19UT;04/06/2023;C13;;;;1;;;; 3/4;;;;OK;OK;46;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
;211;29;U1400;INGENIERIAS;GRB-4904-18155-ID-MET-IS-002_2-5;DESCARGA P1409A/B;SP1409A/B;14;;A182 F304L;SA312 TP304L;SS;;TEE STRAIGHT;PIPE;19;C; 3/4;80    ;GTAW;SW;ER 308;19UT;04/06/2023;C13;;;;1;;;; 3/4;;;;OK;OK;46;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
;212;29;U1400;INGENIERIAS;GRB-4904-18155-ID-MET-IS-002_2-5;DESCARGA P1409A/B;SP1409A/B;14;;SA312 TP304L;A182 F304L;SS;;PIPE;VALV GATE;20;T; 3/4;80    ;GTAW;SW;ER 308;19UT;ECP;ECP;;;;1;;;; 3/4;;;;NA;NA;NA;OK;OK;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
;213;29;U1400;INGENIERIAS;GRB-4904-18155-ID-MET-IS-002_2-5;DESCARGA P1409A/B;SP1409A/B;14;;A182 F304L;SA312 TP304L;SS;;VALV GATE;PIPE;21;T; 3/4;80    ;GTAW;SW;ER 308;19UT;ECP;ECP;;;;1;;;; 3/4;;;;NA;NA;NA;OK;OK;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
;214;29;U1400;INGENIERIAS;GRB-4904-18155-ID-MET-IS-002_2-5;DESCARGA P1409A/B;SP1409A/B;14;;SA312 TP304L;A182 F304L;SS;;PIPE;ELBOW 90°;22;T; 3/4;80    ;GTAW;SW;ER 308;19UT;ECP;ECP;;;;1;;;; 3/4;;;;NA;NA;NA;OK;OK;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
;215;29;U1400;INGENIERIAS;GRB-4904-18155-ID-MET-IS-002_2-5;DESCARGA P1409A/B;SP1409A/B;14;;A182 F304L;SA312 TP304L;SS;;ELBOW 90°;PIPE;23;T; 3/4;80    ;GTAW;SW;ER 308;19UT;ECP;ECP;;;;1;;;; 3/4;;;;NA;NA;NA;OK;OK;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
;216;29;U1400;INGENIERIAS;GRB-4904-18155-ID-MET-IS-002_2-5;DESCARGA P1409A/B;SP1409A/B;14;;SA312 TP304L;A182 F304L;SS;;PIPE;FLANGE SW;24;T; 3/4;80    ;GTAW;SW;ER 308;19UT;ECP;ECP;;;;1;;;; 3/4;;;;NA;NA;NA;OK;OK;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
;217;29;U1400;INGENIERIAS;GRB-4904-18155-ID-MET-IS-002_2-5;DESCARGA P1409A/B;SP1409A/B;14;;A182 F304L;SA312 TP304L;SS;;FLANGE SW;PIPE;25;T; 3/4;80    ;GTAW;SW;ER 308;19UT;04/06/2023;C13;;;;1;;;; 3/4;;;;OK;OK;48;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
;218;29;U1400;INGENIERIAS;GRB-4904-18155-ID-MET-IS-002_2-5;DESCARGA P1409A/B;SP1409A/B;14;;SA312 TP304L;A182 F304L;SS;;PIPE;TEE STRAIGHT;26;T; 3/4;80    ;GTAW;SW;ER 308;19UT;04/06/2023;C13;;;;1;;;; 3/4;;;;OK;OK;48;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
;219;29;U1400;INGENIERIAS;GRB-4904-18155-ID-MET-IS-002_2-5;DESCARGA P1409A/B;SP1409A/B;14;;A182 F304L;SA312 TP304L;SS;;TEE STRAIGHT;PIPE;27;C; 3/4;80    ;GTAW;SW;ER 308;19UT;04/06/2023;C13;;;;1;;;; 3/4;;;;OK;OK;48;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
;220;29;U1400;INGENIERIAS;GRB-4904-18155-ID-MET-IS-002_2-5;DESCARGA P1409A/B;SP1409A/B;14;;SA312 TP304L;A182 F304L;SS;;PIPE;ELBOW 90°;28;T; 3/4;80    ;GTAW;SW;ER 308;19UT;04/06/2023;C47;;;;1;;;; 3/4;;;;OK;OK;44;OK;OK;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
;221;29;U1400;INGENIERIAS;GRB-4904-18155-ID-MET-IS-002_2-5;DESCARGA P1409A/B;SP1409A/B;14;;A182 F304L;SA312 TP304L;SS;;ELBOW 90°;PIPE;29;T; 3/4;80    ;GTAW;SW;ER 308;19UT;04/06/2023;C47;;;;1;;;; 3/4;;;;OK;OK;44;OK;OK;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
;222;29;U1400;INGENIERIAS;GRB-4904-18155-ID-MET-IS-002_2-5;DESCARGA P1409A/B;SP1409A/B;14;;SA312 TP304L;A182 F304L;SS;;PIPE;VALV GATE;30;C; 3/4;80    ;GTAW;SW;ER 308;19UT;04/06/2023;C47;;;;1;;;; 3/4;;;;OK;OK;44;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
;223;29;U1400;INGENIERIAS;GRB-4904-18155-ID-MET-IS-002_2-5;DESCARGA P1409A/B;SP1409A/B;14;;A182 F304L;A182 F304L;SS;;VALV GATE;REDUCER;31;T; 3/4;80    ;GTAW;SW;ER 308;19UT;12/05/2023;C13;;;;1;;;; 3/4;;;;OK;OK;34;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
;224;29;U1400;INGENIERIAS;GRB-4904-18155-ID-MET-IS-002_3-5;DESCARGA P1409A/B LICV1425;SP1409A/B LICV1425;15;;A182 F304L;A182 F304L;SS;;FLANGE WN;ELBOW 90°;1;T;3    ;40    ;GTAW;BW;ER 308;20UT;12/05/2023;C13;;;;1;;;;3    ;;;;OK;OK;29;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
;225;29;U1400;INGENIERIAS;GRB-4904-18155-ID-MET-IS-002_3-5;DESCARGA P1409A/B LICV1425;SP1409A/B LICV1425;15;;A182 F304L;SA312 TP304L;SS;;ELBOW 90°;PIPE;2;C;3    ;40    ;GTAW;BW;ER 308;20UT;01/06/2023;C13;;;;1;;;;3    ;;;;OK;OK;67;OK;OK;PTSC-024;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
;226;29;U1400;INGENIERIAS;GRB-4904-18155-ID-MET-IS-002_3-5;DESCARGA P1409A/B LICV1425;SP1409A/B LICV1425;15;;SA312 TP304L;A182 F304L;SS;;PIPE;TEE STRAIGHT;3;T;3    ;40    ;GTAW;BW;ER 308;20UT;ECP;ECP;;;;1;;;;3    ;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
;227;29;U1400;INGENIERIAS;GRB-4904-18155-ID-MET-IS-002_3-5;DESCARGA P1409A/B LICV1425;SP1409A/B LICV1425;15;;A182 F304L;A182 F304L;SS;;TEE STRAIGHT;FLANGE WN;4;T;3    ;40    ;GTAW;BW;ER 308;20UT;ECP;ECP;;;;1;;;;3    ;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
;228;29;U1400;INGENIERIAS;GRB-4904-18155-ID-MET-IS-002_3-5;DESCARGA P1409A/B LICV1425;SP1409A/B LICV1425;15;;A182 F304L;A182 F304L;SS;;TEE STRAIGHT;TE010;5;T;SOPORTE;NA;GTAW;F;ER 308;19UT;8/06/2023;C59;;;;1    ;;;;SOPORTE;;;;OK;OK;84;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
;229;29;U1400;INGENIERIAS;GRB-4904-18155-ID-MET-IS-002_3-5;DESCARGA P1409A/B LICV1425;SP1409A/B LICV1425;15;;A182 F304L;SA312 TP304L;SS;;TEE STRAIGHT;PIPE;6;T;3    ;40    ;GTAW;BW;ER 308;20UT;ECP;ECP;;;;1;;;;3    ;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
;230;29;U1400;INGENIERIAS;GRB-4904-18155-ID-MET-IS-002_3-5;DESCARGA P1409A/B LICV1425;SP1409A/B LICV1425;15;;SA312 TP304L;A182 F304L;SS;;PIPE;REDUCER;7;C;3    ;40    ;GTAW;BW;ER 308;20UT;28/05/2023;C47;;;;1;;;;3    ;;;;OK;OK;15;OK REPARAR;10/06/2023 08/06/2023;PTSC-029 PTSC-021;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
;231;29;U1400;INGENIERIAS;GRB-4904-18155-ID-MET-IS-002_3-5;DESCARGA P1409A/B LICV1425;SP1409A/B LICV1425;15;;A182 F304L;SA312 TP304L;SS;;REDUCER;NIPPLE;8;T;2    ;80    ;GTAW;SW;ER 308;19UT;17/05/2023;C13;;;;1;;;;2    ;;;;OK;OK;29;OK;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
;232;29;U1400;INGENIERIAS;GRB-4904-18155-ID-MET-IS-002_3-5;DESCARGA P1409A/B LICV1425;SP1409A/B LICV1425;15;;SA312 TP304L;A182 F304L;SS;;NIPPLE;VALV GATE;9;T;2    ;80    ;GTAW;SW;ER 308;19UT;09/05/2023;C13;;;;1;;;;2    ;;;;OK;OK;29;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
;233;29;U1400;INGENIERIAS;GRB-4904-18155-ID-MET-IS-002_3-5;DESCARGA P1409A/B LICV1425;SP1409A/B LICV1425;15;;A182 F304L;SA312 TP304L;SS;;VALV GATE;NIPPLE;10;T;2    ;80    ;GTAW;SW;ER 308;19UT;09/05/2023;C13;;;;1;;;;2    ;;;;OK;OK;29;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
;234;29;U1400;INGENIERIAS;GRB-4904-18155-ID-MET-IS-002_3-5;DESCARGA P1409A/B LICV1425;SP1409A/B LICV1425;15;;SA312 TP304L;A182 F304L;SS;;NIPPLE;COUPLING;11;T;2    ;80    ;GTAW;SW;ER 308;19UT;09/05/2023;C13;;;;1;;;;2    ;;;;OK;OK;29;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
;235;29;U1400;INGENIERIAS;GRB-4904-18155-ID-MET-IS-002_3-5;DESCARGA P1409A/B LICV1425;SP1409A/B LICV1425;15;;A182 F304L;A182 F304L;SS;;COUPLING;REDUCER;12;T;2    ;80    ;GTAW;SW;ER 308;19UT;09/05/2023;C13;;;;1;;;;2    ;;;;OK;OK;29;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
;236;29;U1400;INGENIERIAS;GRB-4904-18155-ID-MET-IS-002_3-5;DESCARGA P1409A/B LICV1425;SP1409A/B LICV1425;15;;A182 F304L;A182 F304L;SS;;REDUCER;FLANGE SW;13;T;1 1/2;80    ;GTAW;SW;ER 308;19UT;12/05/2023;C13;;;;1;;;;1 1/2;;;;OK;OK;29;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
;237;29;U1400;INGENIERIAS;GRB-4904-18155-ID-MET-IS-002_3-5;DESCARGA P1409A/B LICV1425;SP1409A/B LICV1425;15;;A182 F304L;A182 F304L;SS;;FLANGE SW;REDUCER;14;T;1 1/2;80    ;GTAW;SW;ER 308;19UT;12/05/2023;C13;;;;1;;;;1 1/2;;;;OK;OK;35;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
